FECHA;OPER;TIPO;GRUPO_NETEO;FONDO;CVA;DVA;NETO;COD
20260515;1032268;FWD;140;WA;-20153.7085316888;0;-20153.7085316888;01
20260515;1032270;FWD;140;WA;-33342.1119078755;0.528809182425462;-33341.5830986931;01
20260515;1032272;FWD;140;WA;-49815.8785674409;3.4307473843203;-49812.4478200566;01
20260515;1032274;FWD;140;WA;-59022.7764276692;15.620846133493;-59007.1555815357;01
20260515;1032290;FWD;140;WA;-4835122.38586183;1279.65350662067;-4833842.73235521;01
20260515;1057535;FWD;140;WA;-146.451261375326;0;-146.451261375326;01
20260515;1057537;FWD;140;WA;-4738.08918188937;0;-4738.08918188937;01
20260515;1057541;FWD;140;WA;-7708.30849951283;0.0276607371201562;-7708.28083877571;01
20260515;1057543;FWD;140;WA;-11485.5787583108;0.163398643965404;-11485.4153596668;01
20260515;1057547;FWD;140;WA;-13501.6546192452;1.02400367850703;-13500.6306155667;01
20260515;1057551;FWD;140;WA;-15019.158962553;3.4697373232525;-15015.6892252297;01
20260515;1057557;FWD;140;WA;-25082.8955513435;19.2771726091289;-25063.6183787344;01
20260515;1057561;FWD;140;WA;-15052.518866204;12.9764841627539;-15039.5423820412;01
20260515;1057565;FWD;140;WA;-1008974.46089105;869.817286312931;-1008104.64360474;01
20260515;1057648;FWD;140;WA;-3611.59034798925;0;-3611.59034798925;01
20260515;1057650;FWD;140;WA;-121317.374566483;0;-121317.374566483;01
20260515;1057652;FWD;140;WA;-203454.097220184;0;-203454.097220184;01
20260515;1057654;FWD;140;WA;-314218.543813967;0;-314218.543813967;01
20260515;1057657;FWD;140;WA;-382843.996354941;0.0257328556234441;-382843.970622085;01
20260515;1057659;FWD;140;WA;-442010.616081695;1.12225946671922;-442009.493822228;01
20260515;1057661;FWD;140;WA;-777369.364467259;10.8590418801096;-777358.505425379;01
20260515;1057663;FWD;140;WA;-631704.08589173;1.0817375480478;-631703.004154182;01
20260515;1057665;FWD;140;WA;-42374241.4685823;72.1949986007052;-42374169.2735837;01
20260515;1066676;FWD;140;WA;-59.8544111412944;0;-59.8544111412944;01
20260515;1066678;FWD;140;WA;-1946.34672513368;0;-1946.34672513368;01
20260515;1066680;FWD;140;WA;-3184.17740592769;0.00353103364289671;-3184.17387489405;01
20260515;1066682;FWD;140;WA;-4778.15475844138;0.0152013841952822;-4778.13955705718;01
20260515;1066684;FWD;140;WA;-5656.91500709777;0.151110582735767;-5656.76389651503;01
20260515;1066686;FWD;140;WA;-6330.08845351588;0.541840345243779;-6329.54661317064;01
20260515;1066688;FWD;140;WA;-7277.6367658204;2.05856404496208;-7275.57820177544;01
20260515;1066690;FWD;140;WA;-3468.61441396876;1.02326311916624;-3467.59115084959;01
20260515;1066692;FWD;140;WA;-464899.746924149;138.46071295528;-464761.286211194;01
20260515;1066745;FWD;140;WA;-1727.43130900107;0;-1727.43130900107;01
20260515;1066747;FWD;140;WA;-57842.1485447724;0;-57842.1485447724;01
20260515;1066750;FWD;140;WA;-96762.9402628085;0;-96762.9402628085;01
20260515;1066752;FWD;140;WA;-149108.866762625;0;-149108.866762625;01
20260515;1066757;FWD;140;WA;-181351.211160593;0;-181351.211160593;01
20260515;1066760;FWD;140;WA;-209045.60079286;0;-209045.60079286;01
20260515;1066762;FWD;140;WA;-248571.29294128;0.194346729028281;-248571.098594551;01
20260515;1066764;FWD;140;WA;-121382.173834426;0.0775132619813609;-121382.096321164;01
20260515;1066766;FWD;140;WA;-16144622.2897931;12.0529806154287;-16144610.2368125;01
20260515;1068197;FWD;140;WA;-3713.26702628446;0;-3713.26702628446;01
20260515;1068199;FWD;140;WA;-124572.691635954;0;-124572.691635954;01
20260515;1068201;FWD;140;WA;-208171.992783605;0;-208171.992783605;01
20260515;1068203;FWD;140;WA;-320342.923696409;0;-320342.923696409;01
20260515;1068205;FWD;140;WA;-389095.227457888;0;-389095.227457888;01
20260515;1068207;FWD;140;WA;-447919.168292446;0.101555863607901;-447919.066736582;01
20260515;1068209;FWD;140;WA;-531831.102252949;1.78568272595866;-531829.316570223;01
20260515;1068211;FWD;140;WA;-257479.025764048;0.846080259739611;-257478.179683788;01
20260515;1068213;FWD;140;WA;-34779807.8353166;114.287013319542;-34779693.5483033;01
20260515;1068249;FWD;140;WA;-144.650991973066;0;-144.650991973066;01
20260515;1068251;FWD;140;WA;-4700.41959364649;0;-4700.41959364649;01
20260515;1068253;FWD;140;WA;-7676.81281934133;0.0112961629631669;-7676.80152317837;01
20260515;1068255;FWD;140;WA;-11495.9860638616;0.0524081178595824;-11495.9336557437;01
20260515;1068257;FWD;140;WA;-13585.4800873005;0.457486233539171;-13585.022601067;01
20260515;1068259;FWD;140;WA;-15177.6116876927;1.62793337310252;-15175.9837543196;01
20260515;1068262;FWD;140;WA;-17415.7954840081;6.14293375814229;-17409.65255025;01
20260515;1068266;FWD;140;WA;-8314.47415986607;3.05982204286151;-8311.41433782321;01
20260515;1068269;FWD;140;WA;-1123109.03807154;413.317033062214;-1122695.72103848;01
20260515;1078633;FWD;140;WA;-146.13999129837;0;-146.13999129837;01
20260515;1078635;FWD;140;WA;-4737.61740891513;0;-4737.61740891513;01
20260515;1078637;FWD;140;WA;-7754.83739575006;0.0614700456729352;-7754.77592570439;01
20260515;1078639;FWD;140;WA;-11617.5414612036;0.389891719552008;-11617.151569484;01
20260515;1078641;FWD;140;WA;-13648.5124450732;2.00775110520853;-13646.504693968;01
20260515;1078643;FWD;140;WA;-15301.2969364021;6.22626515429066;-15295.0706712478;01
20260515;1078645;FWD;140;WA;-17408.544613668;22.3977579041357;-17386.1468557639;01
20260515;1078647;FWD;140;WA;-1120062.27246825;1500.99763220378;-1118561.27483605;01
20260515;1091222;FWD;140;WA;-203.846084701461;0;-203.846084701461;01
20260515;1091224;FWD;140;WA;-6628.06709130616;0;-6628.06709130616;01
20260515;1091226;FWD;140;WA;-10889.5528532742;0.0981231808799477;-10889.4547300933;01
20260515;1091228;FWD;140;WA;-16381.418849659;0.610358839964915;-16380.808490819;01
20260515;1091230;FWD;140;WA;-19406.8405483101;3.06205805423316;-19403.7784902559;01
20260515;1091232;FWD;140;WA;-21901.1592486;9.1593651106679;-21891.9998834893;01
20260515;1091234;FWD;140;WA;-25514.048974574;31.2003420271235;-25482.8486325469;01
20260515;1091236;FWD;140;WA;-1656330.1305723;2051.53291109092;-1654278.59766121;01
20260515;1091264;FWD;140;WA;-7076.0390303443;0;-7076.0390303443;01
20260515;1091266;FWD;140;WA;-237040.446618611;0;-237040.446618611;01
20260515;1091268;FWD;140;WA;-396505.230516437;0;-396505.230516437;01
20260515;1091270;FWD;140;WA;-610478.636542718;0;-610478.636542718;01
20260515;1091272;FWD;140;WA;-742244.148749812;0;-742244.148749812;01
20260515;1091274;FWD;140;WA;-854104.774730126;0.738275783534851;-854104.036454343;01
