FECHA;OPER;TIPO;GRUPO_NETEO;FONDO;CVA;DVA;NETO;COD
20260514;1066690;FWD;140;WA;-3873.79853475776;0.538188415053984;-3873.26034634271;01
20260514;1066692;FWD;140;WA;-519227.129023595;72.8196452990307;-519154.309378296;01
20260514;1066745;FWD;140;WA;-1911.20245619217;0;-1911.20245619217;01
20260514;1066747;FWD;140;WA;-65108.8636168537;0;-65108.8636168537;01
20260514;1066750;FWD;140;WA;-106747.793081778;0;-106747.793081778;01
20260514;1066752;FWD;140;WA;-160441.435360808;0;-160441.435360808;01
20260514;1066757;FWD;140;WA;-201892.200951959;0;-201892.200951959;01
20260514;1066760;FWD;140;WA;-234427.168201662;0;-234427.168201662;01
20260514;1066762;FWD;140;WA;-283552.169144169;0;-283552.169144169;01
20260514;1066764;FWD;140;WA;-138427.384437212;0;-138427.384437212;01
20260514;1066766;FWD;140;WA;-18416089.5315536;0;-18416089.5315536;01
20260514;1068197;FWD;140;WA;-4126.85133686782;0;-4126.85133686782;01
20260514;1068199;FWD;140;WA;-140780.228194593;0;-140780.228194593;01
20260514;1068201;FWD;140;WA;-230513.844825951;0;-230513.844825951;01
20260514;1068203;FWD;140;WA;-346011.44001948;0;-346011.44001948;01
20260514;1068205;FWD;140;WA;-434867.984615207;0;-434867.984615207;01
20260514;1068207;FWD;140;WA;-504327.5104268;0;-504327.5104268;01
20260514;1068209;FWD;140;WA;-609251.723063985;0;-609251.723063985;01
20260514;1068211;FWD;140;WA;-294956.820737083;0;-294956.820737083;01
20260514;1068213;FWD;140;WA;-39842241.5748633;0;-39842241.5748633;01
20260514;1068249;FWD;140;WA;-155.658818986324;0;-155.658818986324;01
20260514;1068251;FWD;140;WA;-5195.15237505348;0;-5195.15237505348;01
