20260515;US$;3796.78;$;1;M
20260515;USS;3796.78;$;1;M
20260515;EUP;1.1628;US$;1;M
20260515;EUO;4414.895784;$;1;M
20260515;EUM;4414.895784;$;1;M
20260515;SEK$;402.012;$;1;M
20260515;SEM$;402.012;$;1;M
20260515;GBP;1.335784;US$;1;M
20260515;UK$;5071.678098;$;1;M
20260515;USK;2760.172419;$;1;M
20260515;CAD;0.726977;USD;1;M
20260515;USL;484.807092;$;1;M
20260515;YEN$;23.947146;$;1;M
20260515;YEM$;23.947146;$;1;M
20260515;NOK$;407.090437;$;1;M
20260515;USJ;2217.649078;$;1;M
20260515;USM;2714.353387;$;1;M
20260515;SGD;2966.202489;$;1;M
20260515;HUF$;12.271098;$;1;M
20260515;ZAR$;227.878526;$;1;M
20260515;TRY$;83.363151;$;1;M
20260515;BRL$;754.463794;$;1;M
20260515;BRL;5.032422;US$;1;M
20260515;MXN;17.373925;US$;1;M
20260515;MXN$;218.533233;$;1;M
20260515;CHF$;4828.18874;$;1;M
20260515;CHF;0.786378;US$;1;M
20260515;AUD;1.6265;USD;1;M
20260515;NOK;10.845;USD;1;M
20260515;SEK;10.982;USD;1;M
20260515;NZD;1.9908;USD;1;M
20260515;MXN2;17.373925;US$;1;M
20260515;CLP;4.187563;$;1;M
